domain,problem,our_transformation_time,our_fd_time,our_total_time,our_h_value,our_status,our_fd_ground_time,our_search_time,our_planning_time,baseline_total_time,baseline_h_value,baseline_status,baseline_fd_ground_time,baseline_search_time,baseline_planning_time
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_2,0.088,0,0.088,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,82.207,N/A,OOM,82.16,0.047,82.207
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_3,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,96.526,N/A,OOM,96.45,0.076,96.526
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_4,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,123.223,N/A,OOM,123.15,0.073,123.223
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_5,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,300.209,N/A,ERROR,300.10,0.109,300.209
gnad-et-al-aaai19-large-instances/depots-large,p01-10-10-8-9-9-30,0.06,5.862,5.938,153,SUCCESS,5.67,0.192,5.862,8.917,129,SUCCESS,8.389,0.528,8.917
gnad-et-al-aaai19-large-instances/depots-large,p02-10-10-8-9-9-32,0.064,6.587,6.668,161,SUCCESS,6.384,0.203,6.587,9.158,135,SUCCESS,8.663,0.495,9.158
gnad-et-al-aaai19-large-instances/depots-large,p03-11-11-9-10-10-34,0.059,8.319,8.395,173,SUCCESS,8.09,0.229,8.319,11.53,145,SUCCESS,10.878,0.652,11.53
gnad-et-al-aaai19-large-instances/depots-large,p04-12-12-10-11-11-36,0.06,10.82,10.897,190,SUCCESS,10.56,0.26,10.82,14.572,162,SUCCESS,13.752,0.82,14.572
gnad-et-al-aaai19-large-instances/depots-large,p05-12-12-10-11-11-38,0.06,12.306,12.383,201,SUCCESS,12.028,0.278,12.306,16.487,168,SUCCESS,15.576,0.911,16.487
gnad-et-al-aaai19-large-instances/depots-large,p06-13-13-11-12-12-40,0.059,15.694,15.77,197,SUCCESS,15.381,0.313,15.694,19.48,170,SUCCESS,18.299,1.181,19.48
gnad-et-al-aaai19-large-instances/depots-large,p07-14-14-12-13-13-42,0.059,19.783,19.859,214,SUCCESS,19.426,0.357,19.783,23.588,184,SUCCESS,22.15,1.438,23.588
gnad-et-al-aaai19-large-instances/depots-large,p08-14-14-12-13-13-44,0.059,22.028,22.104,210,SUCCESS,21.65,0.378,22.028,25.808,178,SUCCESS,24.193,1.615,25.808
gnad-et-al-aaai19-large-instances/depots-large,p09-15-15-13-14-14-46,0.066,27.177,27.259,208,SUCCESS,26.742,0.435,27.177,31.784,178,SUCCESS,29.768,2.016,31.784
gnad-et-al-aaai19-large-instances/depots-large,p10-16-16-14-15-15-48,0.064,34.316,34.397,249,SUCCESS,33.825,0.491,34.316,35.98,213,SUCCESS,33.611,2.369,35.98
gnad-et-al-aaai19-large-instances/depots-large,p11-16-16-14-15-15-50,0.061,36.472,36.551,269,SUCCESS,35.948,0.524,36.472,40.148,229,SUCCESS,37.551,2.597,40.148
gnad-et-al-aaai19-large-instances/depots-large,p12-17-17-15-16-16-52,0.066,45.915,45.998,270,SUCCESS,45.327,0.588,45.915,44.601,228,SUCCESS,41.501,3.1,44.601
gnad-et-al-aaai19-large-instances/depots-large,p13-18-18-16-17-17-54,0.06,55.957,56.034,279,SUCCESS,55.313,0.644,55.957,51.67,239,SUCCESS,48.035,3.635,51.67
gnad-et-al-aaai19-large-instances/depots-large,p14-18-18-16-17-17-56,0.067,61.741,61.824,277,SUCCESS,61.064,0.677,61.741,57.103,236,SUCCESS,53.115,3.988,57.103
gnad-et-al-aaai19-large-instances/depots-large,p15-19-19-17-18-18-58,0.069,71.454,71.539,280,SUCCESS,70.683,0.771,71.454,66.58,241,SUCCESS,61.98,4.6,66.58
gnad-et-al-aaai19-large-instances/depots-large,p16-20-20-18-19-19-60,0.066,85.619,85.702,306,SUCCESS,84.762,0.857,85.619,72.683,262,SUCCESS,67.289,5.394,72.683
gnad-et-al-aaai19-large-instances/depots-large,p17-20-20-18-19-19-62,0.067,95.659,95.744,292,SUCCESS,94.741,0.918,95.659,78.967,248,SUCCESS,73.19,5.777,78.967
gnad-et-al-aaai19-large-instances/depots-large,p18-21-21-19-20-20-64,0.067,108.343,108.427,308,SUCCESS,107.32,1.023,108.343,88.259,268,SUCCESS,81.645,6.614,88.259
gnad-et-al-aaai19-large-instances/depots-large,p19-22-22-20-21-21-66,0.068,130.403,130.488,357,SUCCESS,129.267,1.136,130.403,97.861,304,SUCCESS,90.459,7.402,97.861
gnad-et-al-aaai19-large-instances/depots-large,p20-22-22-20-21-21-68,0.071,144.912,145.002,340,SUCCESS,143.721,1.191,144.912,107.245,291,SUCCESS,99.359,7.886,107.245
gnad-et-al-aaai19-large-instances/depots-large,p21-6-6-4-5-5-20,0.062,1.195,1.273,110,SUCCESS,1.077,0.118,1.195,1.832,93,SUCCESS,1.674,0.158,1.832
gnad-et-al-aaai19-large-instances/depots-large,p22-7-7-5-6-6-22,0.06,1.796,1.873,118,SUCCESS,1.67,0.126,1.796,2.754,99,SUCCESS,2.555,0.199,2.754
gnad-et-al-aaai19-large-instances/depots-large,p23-8-8-6-7-7-24,0.059,2.537,2.614,130,SUCCESS,2.395,0.142,2.537,3.799,109,SUCCESS,3.55,0.249,3.799
gnad-et-al-aaai19-large-instances/depots-large,p24-8-8-6-7-7-26,0.062,2.918,2.997,131,SUCCESS,2.772,0.146,2.918,4.561,111,SUCCESS,4.27,0.291,4.561
gnad-et-al-aaai19-large-instances/depots-large,p25-9-9-7-8-8-28,0.06,4.103,4.179,154,SUCCESS,3.939,0.164,4.103,6.132,129,SUCCESS,5.78,0.352,6.132
gnad-et-al-aaai19-large-instances/satellite-large,p01-10-4-6-204-204,0.071,2.453,2.541,547,SUCCESS,2.32,0.133,2.453,95.441,547,SUCCESS,91.409,4.032,95.441
gnad-et-al-aaai19-large-instances/satellite-large,p02-12-5-7-204-204,0.073,3.712,3.802,563,SUCCESS,3.556,0.156,3.712,115.757,563,SUCCESS,110.819,4.938,115.757
gnad-et-al-aaai19-large-instances/satellite-large,p03-10-4-6-212-212,0.07,2.642,2.729,551,SUCCESS,2.51,0.132,2.642,103.228,551,SUCCESS,98.815,4.413,103.228
gnad-et-al-aaai19-large-instances/satellite-large,p04-12-5-7-212-212,0.085,4.197,4.3,574,SUCCESS,4.041,0.156,4.197,126.385,574,SUCCESS,121.037,5.348,126.385
gnad-et-al-aaai19-large-instances/satellite-large,p05-11-4-6-220-220,0.073,3.3,3.39,583,SUCCESS,3.142,0.158,3.3,124.075,583,SUCCESS,118.863,5.212,124.075
gnad-et-al-aaai19-large-instances/satellite-large,p06-13-5-8-220-220,0.078,4.48,4.577,612,SUCCESS,4.312,0.168,4.48,151.208,612,SUCCESS,145.06,6.148,151.208
gnad-et-al-aaai19-large-instances/satellite-large,p07-11-4-6-228-228,0.073,3.501,3.59,643,SUCCESS,3.348,0.153,3.501,133.032,643,SUCCESS,127.351,5.681,133.032
gnad-et-al-aaai19-large-instances/satellite-large,p08-13-5-8-228-228,0.076,5.141,5.234,634,SUCCESS,4.971,0.17,5.141,155.98,634,SUCCESS,149.106,6.874,155.98
gnad-et-al-aaai19-large-instances/satellite-large,p09-11-4-6-236-236,0.077,3.606,3.7,610,SUCCESS,3.448,0.158,3.606,146.953,610,SUCCESS,140.883,6.07,146.953
gnad-et-al-aaai19-large-instances/satellite-large,p10-13-5-8-236-236,0.075,4.954,5.045,653,SUCCESS,4.784,0.17,4.954,172.964,653,SUCCESS,165.644,7.32,172.964
gnad-et-al-aaai19-large-instances/satellite-large,p11-12-5-7-244-244,0.081,4.964,5.061,658,SUCCESS,4.792,0.172,4.964,166.058,658,SUCCESS,158.675,7.383,166.058
gnad-et-al-aaai19-large-instances/satellite-large,p12-14-6-9-244-244,0.084,6.462,6.564,892,SUCCESS,6.27,0.192,6.462,194.705,890,SUCCESS,186.234,8.471,194.705
gnad-et-al-aaai19-large-instances/satellite-large,p13-12-5-7-252-252,0.076,5.01,5.102,648,SUCCESS,4.839,0.171,5.01,179.135,648,SUCCESS,171.312,7.823,179.135
gnad-et-al-aaai19-large-instances/satellite-large,p14-14-6-9-252-252,0.089,7.335,7.44,922,SUCCESS,7.137,0.198,7.335,107.582,N/A,OOM,107.48,0.102,107.582
gnad-et-al-aaai19-large-instances/satellite-large,p15-13-5-8-260-260,0.079,6.026,6.123,708,SUCCESS,5.841,0.185,6.026,201.114,708,SUCCESS,191.942,9.172,201.114
gnad-et-al-aaai19-large-instances/satellite-large,p16-15-6-10-260-260,0.081,7.697,7.795,952,SUCCESS,7.493,0.204,7.697,97.521,N/A,OOM,97.44,0.081,97.521
gnad-et-al-aaai19-large-instances/satellite-large,p17-13-5-8-268-268,0.076,6.31,6.403,744,SUCCESS,6.113,0.197,6.31,98.743,N/A,OOM,98.64,0.103,98.743
gnad-et-al-aaai19-large-instances/satellite-large,p18-15-6-10-268-268,0.081,7.401,7.498,891,SUCCESS,7.195,0.206,7.401,83.78,N/A,OOM,83.69,0.09,83.78
gnad-et-al-aaai19-large-instances/satellite-large,p19-13-5-8-276-276,0.077,6.654,6.748,736,SUCCESS,6.471,0.183,6.654,100.151,N/A,OOM,100.06,0.091,100.151
gnad-et-al-aaai19-large-instances/satellite-large,p20-15-6-10-276-276,0.09,8.7,8.807,940,SUCCESS,8.492,0.208,8.7,87.613,N/A,OOM,87.55,0.063,87.613
gnad-et-al-aaai19-large-instances/satellite-large,p21-14-6-9-284-284,0.078,6.976,7.072,994,SUCCESS,6.78,0.196,6.976,83.145,N/A,OOM,83.07,0.075,83.145
gnad-et-al-aaai19-large-instances/satellite-large,p22-16-7-10-284-284,0.092,10.511,10.619,982,SUCCESS,10.285,0.226,10.511,71.759,N/A,OOM,71.69,0.069,71.759
gnad-et-al-aaai19-large-instances/satellite-large,p23-14-6-9-292-292,0.077,7.577,7.671,1002,SUCCESS,7.364,0.213,7.577,79.962,N/A,OOM,79.89,0.072,79.962
gnad-et-al-aaai19-large-instances/satellite-large,p24-16-7-10-292-292,0.089,9.793,9.899,1004,SUCCESS,9.559,0.234,9.793,81.568,N/A,OOM,81.51,0.058,81.568
gnad-et-al-aaai19-large-instances/satellite-large,p25-15-6-10-300-300,0.092,9.755,9.864,1022,SUCCESS,9.536,0.219,9.755,82.185,N/A,OOM,82.12,0.065,82.185
gnad-et-al-aaai19-large-instances/tpp-large,p01-30-20-6-7-7,0.069,2.832,2.919,185,SUCCESS,2.669,0.163,2.832,12.849,199,SUCCESS,12.311,0.538,12.849
gnad-et-al-aaai19-large-instances/tpp-large,p02-32-21-7-8-8,0.073,4.464,4.555,220,SUCCESS,4.261,0.203,4.464,22.876,256,SUCCESS,21.88,0.996,22.876
gnad-et-al-aaai19-large-instances/tpp-large,p03-34-22-7-8-8,0.072,4.414,4.503,208,SUCCESS,4.214,0.2,4.414,24.142,238,SUCCESS,23.078,1.064,24.142
gnad-et-al-aaai19-large-instances/tpp-large,p04-36-24-8-9-9,0.085,5.819,5.921,242,SUCCESS,5.581,0.238,5.819,41.64,298,SUCCESS,39.675,1.965,41.64
gnad-et-al-aaai19-large-instances/tpp-large,p05-38-25-8-9-9,0.082,6.167,6.266,280,SUCCESS,5.919,0.248,6.167,43.484,337,SUCCESS,41.441,2.043,43.484
gnad-et-al-aaai19-large-instances/tpp-large,p06-40-26-9-10-10,0.083,8.085,8.185,281,SUCCESS,7.793,0.292,8.085,71.007,343,SUCCESS,67.34,3.667,71.007
gnad-et-al-aaai19-large-instances/tpp-large,p07-42-28-9-10-10,0.09,8.748,8.857,333,SUCCESS,8.443,0.305,8.748,75.653,384,SUCCESS,71.832,3.821,75.653
gnad-et-al-aaai19-large-instances/tpp-large,p08-44-29-10-11-11,0.087,11.365,11.471,356,SUCCESS,10.99,0.375,11.365,116.423,416,SUCCESS,110.046,6.377,116.423
gnad-et-al-aaai19-large-instances/tpp-large,p09-46-30-10-11-11,0.089,12.177,12.283,371,SUCCESS,11.784,0.393,12.177,122.733,416,SUCCESS,116.112,6.621,122.733
gnad-et-al-aaai19-large-instances/tpp-large,p10-48-32-11-12-12,0.09,14.651,14.757,382,SUCCESS,14.192,0.459,14.651,181.336,456,SUCCESS,171.299,10.037,181.336
gnad-et-al-aaai19-large-instances/tpp-large,p11-50-33-11-12-12,0.093,15.91,16.02,425,SUCCESS,15.429,0.481,15.91,189.792,498,SUCCESS,178.915,10.877,189.792
gnad-et-al-aaai19-large-instances/tpp-large,p12-52-34-12-13-13,0.091,18.62,18.728,508,SUCCESS,18.072,0.548,18.62,300.164,N/A,ERROR,300.09,0.074,300.164
gnad-et-al-aaai19-large-instances/tpp-large,p13-54-36-12-13-13,0.098,20.736,20.851,450,SUCCESS,20.131,0.605,20.736,71.764,N/A,OOM,71.70,0.064,71.764
gnad-et-al-aaai19-large-instances/tpp-large,p14-56-37-13-14-14,0.096,24.569,24.681,532,SUCCESS,23.885,0.684,24.569,300.172,N/A,ERROR,300.11,0.062,300.172
gnad-et-al-aaai19-large-instances/tpp-large,p15-58-38-13-14-14,0.115,26.35,26.482,563,SUCCESS,25.621,0.729,26.35,300.167,N/A,ERROR,300.11,0.057,300.167
gnad-et-al-aaai19-large-instances/tpp-large,p16-60-40-14-15-15,0.119,31.081,31.216,623,SUCCESS,30.232,0.849,31.081,67.803,N/A,OOM,67.72,0.083,67.803
gnad-et-al-aaai19-large-instances/tpp-large,p17-62-41-14-15-15,0.118,31.799,31.933,652,SUCCESS,30.953,0.846,31.799,80.377,N/A,OOM,80.31,0.067,80.377
gnad-et-al-aaai19-large-instances/tpp-large,p18-64-42-15-16-16,0.119,37.056,37.192,662,SUCCESS,36.069,0.987,37.056,84.371,N/A,OOM,84.30,0.071,84.371
gnad-et-al-aaai19-large-instances/tpp-large,p19-66-44-15-16-16,0.123,39.281,39.421,719,SUCCESS,38.245,1.036,39.281,76.456,N/A,OOM,76.41,0.046,76.456
gnad-et-al-aaai19-large-instances/tpp-large,p20-68-45-16-17-17,0.131,45.262,45.412,819,SUCCESS,44.056,1.206,45.262,56.148,N/A,OOM,56.08,0.068,56.148
gnad-et-al-aaai19-large-instances/tpp-large,p21-20-13-4-5-5,0.068,0.866,0.952,97,SUCCESS,0.757,0.109,0.866,1.999,110,SUCCESS,1.851,0.148,1.999
gnad-et-al-aaai19-large-instances/tpp-large,p22-22-14-4-5-5,0.068,0.916,1.0,111,SUCCESS,0.805,0.111,0.916,2.122,126,SUCCESS,1.961,0.161,2.122
gnad-et-al-aaai19-large-instances/tpp-large,p23-24-16-5-6-6,0.067,1.619,1.703,124,SUCCESS,1.489,0.13,1.619,5.46,142,SUCCESS,5.186,0.274,5.46
gnad-et-al-aaai19-large-instances/tpp-large,p24-26-17-5-6-6,0.072,1.718,1.808,141,SUCCESS,1.585,0.133,1.718,5.788,168,SUCCESS,5.513,0.275,5.788
gnad-et-al-aaai19-large-instances/tpp-large,p25-28-18-6-7-7,0.069,2.476,2.562,188,SUCCESS,2.324,0.152,2.476,11.375,213,SUCCESS,10.888,0.487,11.375
logistics,prob-x1,0.071,13.746,13.834,3,SUCCESS,13.614,0.132,13.746,9.061,3,SUCCESS,8.928,0.133,9.061
logistics,prob28,0.071,13.926,14.015,2,SUCCESS,13.794,0.132,13.926,9.306,2,SUCCESS,9.175,0.131,9.306
logistics-large-simple/goal-1,p-a1-c1-s1000-p10-t1-g1,0.074,5.269,5.36,4,SUCCESS,5.146,0.123,5.269,57.728,4,SUCCESS,55.581,2.147,57.728
logistics-large-simple/goal-1,p-a1-c1-s1250-p10-t1-g1,0.084,6.993,7.094,4,SUCCESS,6.851,0.142,6.993,93.47,4,SUCCESS,89.918,3.552,93.47
logistics-large-simple/goal-1,p-a1-c1-s1500-p10-t1-g1,0.089,8.826,8.933,4,SUCCESS,8.672,0.154,8.826,132.06,4,SUCCESS,126.841,5.219,132.06
logistics-large-simple/goal-1,p-a1-c1-s1750-p10-t1-g1,0.093,10.705,10.815,4,SUCCESS,10.544,0.161,10.705,185.266,4,SUCCESS,178.034,7.232,185.266
logistics-large-simple/goal-1,p-a1-c1-s2000-p10-t1-g1,0.095,12.809,12.921,4,SUCCESS,12.628,0.181,12.809,99.328,N/A,OOM,99.24,0.088,99.328
logistics-large-simple/goal-1,p-a1-c2-s1000-p10-t2-g1,0.095,12.725,12.836,4,SUCCESS,12.555,0.17,12.725,118.61,4,SUCCESS,114.002,4.608,118.61
logistics-large-simple/goal-1,p-a1-c2-s1250-p10-t2-g1,0.12,16.638,16.775,4,SUCCESS,16.445,0.193,16.638,189.734,4,SUCCESS,182.343,7.391,189.734
logistics-large-simple/goal-1,p-a1-c2-s1500-p10-t2-g1,0.129,21.212,21.358,4,SUCCESS,20.987,0.225,21.212,97.441,N/A,OOM,97.37,0.071,97.441
logistics-large-simple/goal-1,p-a1-c2-s1750-p10-t2-g1,0.131,25.706,25.854,4,SUCCESS,25.466,0.24,25.706,96.76,N/A,OOM,96.67,0.09,96.76
logistics-large-simple/goal-1,p-a1-c2-s2000-p10-t2-g1,0.137,30.36,30.513,4,SUCCESS,30.08,0.28,30.36,95.934,N/A,OOM,95.82,0.114,95.934
logistics-large-simple/goal-2,p-a1-c1-s1000-p10-t1-g2,0.073,5.636,5.726,8,SUCCESS,5.496,0.14,5.636,58.316,8,SUCCESS,56.163,2.153,58.316
logistics-large-simple/goal-2,p-a1-c1-s1250-p10-t1-g2,0.086,7.067,7.171,8,SUCCESS,6.913,0.154,7.067,92.916,8,SUCCESS,89.468,3.448,92.916
logistics-large-simple/goal-2,p-a1-c1-s1500-p10-t1-g2,0.089,8.9,9.006,8,SUCCESS,8.729,0.171,8.9,132.322,8,SUCCESS,127.145,5.177,132.322
logistics-large-simple/goal-2,p-a1-c1-s1750-p10-t1-g2,0.098,10.757,10.874,8,SUCCESS,10.57,0.187,10.757,182.281,8,SUCCESS,175.032,7.249,182.281
logistics-large-simple/goal-2,p-a1-c1-s2000-p10-t1-g2,0.099,12.774,12.891,8,SUCCESS,12.579,0.195,12.774,113.271,N/A,OOM,113.22,0.051,113.271
logistics-large-simple/goal-2,p-a1-c2-s1000-p10-t2-g2,0.096,12.787,12.899,8,SUCCESS,12.58,0.207,12.787,118.065,8,SUCCESS,113.543,4.522,118.065
logistics-large-simple/goal-2,p-a1-c2-s1250-p10-t2-g2,0.117,16.665,16.799,8,SUCCESS,16.443,0.222,16.665,189.277,8,SUCCESS,181.796,7.481,189.277
logistics-large-simple/goal-2,p-a1-c2-s1500-p10-t2-g2,0.124,21.07,21.212,8,SUCCESS,20.808,0.262,21.07,97.858,N/A,OOM,97.75,0.108,97.858
logistics-large-simple/goal-2,p-a1-c2-s1750-p10-t2-g2,0.13,25.385,25.532,8,SUCCESS,25.108,0.277,25.385,96.644,N/A,OOM,96.55,0.094,96.644
logistics-large-simple/goal-2,p-a1-c2-s2000-p10-t2-g2,0.134,30.271,30.422,8,SUCCESS,29.97,0.301,30.271,94.595,N/A,OOM,94.50,0.095,94.595
logistics-large-simple/goal-3,p-a1-c1-s1000-p10-t1-g3,0.074,5.665,5.756,12,SUCCESS,5.512,0.153,5.665,59.086,12,SUCCESS,56.933,2.153,59.086
logistics-large-simple/goal-3,p-a1-c1-s1250-p10-t1-g3,0.09,7.019,7.126,12,SUCCESS,6.853,0.166,7.019,93.073,12,SUCCESS,89.611,3.462,93.073
logistics-large-simple/goal-3,p-a1-c1-s1500-p10-t1-g3,0.089,8.871,8.977,12,SUCCESS,8.692,0.179,8.871,131.674,12,SUCCESS,126.427,5.247,131.674
logistics-large-simple/goal-3,p-a1-c1-s1750-p10-t1-g3,0.093,10.69,10.799,12,SUCCESS,10.491,0.199,10.69,181.514,12,SUCCESS,174.332,7.182,181.514
logistics-large-simple/goal-3,p-a1-c1-s2000-p10-t1-g3,0.096,12.793,12.906,12,SUCCESS,12.568,0.225,12.793,99.661,N/A,OOM,99.57,0.091,99.661
logistics-large-simple/goal-3,p-a1-c2-s1000-p10-t2-g3,0.095,12.844,12.956,12,SUCCESS,12.631,0.213,12.844,119.335,12,SUCCESS,114.667,4.668,119.335
logistics-large-simple/goal-3,p-a1-c2-s1250-p10-t2-g3,0.117,16.652,16.785,12,SUCCESS,16.405,0.247,16.652,189.91,12,SUCCESS,182.379,7.531,189.91
logistics-large-simple/goal-3,p-a1-c2-s1500-p10-t2-g3,0.125,20.632,20.773,12,SUCCESS,20.347,0.285,20.632,97.983,N/A,OOM,97.92,0.063,97.983
logistics-large-simple/goal-3,p-a1-c2-s1750-p10-t2-g3,0.135,25.512,25.664,12,SUCCESS,25.195,0.317,25.512,97.251,N/A,OOM,97.16,0.091,97.251
logistics-large-simple/goal-3,p-a1-c2-s2000-p10-t2-g3,0.136,30.594,30.746,12,SUCCESS,30.233,0.361,30.594,95.07,N/A,OOM,95.00,0.07,95.07
logistics-large-simple/goal-4,p-a1-c1-s1000-p10-t1-g4,0.075,5.673,5.764,16,SUCCESS,5.513,0.16,5.673,58.946,16,SUCCESS,56.803,2.143,58.946
logistics-large-simple/goal-4,p-a1-c1-s1250-p10-t1-g4,0.087,7.134,7.241,16,SUCCESS,6.955,0.179,7.134,92.779,16,SUCCESS,89.292,3.487,92.779
logistics-large-simple/goal-4,p-a1-c1-s1500-p10-t1-g4,0.087,9.018,9.122,16,SUCCESS,8.821,0.197,9.018,131.656,16,SUCCESS,126.331,5.325,131.656
logistics-large-simple/goal-4,p-a1-c1-s1750-p10-t1-g4,0.093,10.805,10.914,16,SUCCESS,10.595,0.21,10.805,182.855,16,SUCCESS,175.682,7.173,182.855
logistics-large-simple/goal-4,p-a1-c1-s2000-p10-t1-g4,0.102,12.669,12.789,16,SUCCESS,12.429,0.24,12.669,100.073,N/A,OOM,99.98,0.093,100.073
logistics-large-simple/goal-4,p-a1-c2-s1000-p10-t2-g4,0.099,12.876,12.991,16,SUCCESS,12.633,0.243,12.876,118.989,16,SUCCESS,114.325,4.664,118.989
logistics-large-simple/goal-4,p-a1-c2-s1250-p10-t2-g4,0.124,16.765,16.906,16,SUCCESS,16.463,0.302,16.765,189.614,16,SUCCESS,182.281,7.333,189.614
logistics-large-simple/goal-4,p-a1-c2-s1500-p10-t2-g4,0.181,20.793,20.991,16,SUCCESS,20.47,0.323,20.793,98.284,N/A,OOM,98.20,0.084,98.284
logistics-large-simple/goal-4,p-a1-c2-s1750-p10-t2-g4,0.13,25.589,25.735,16,SUCCESS,25.23,0.359,25.589,97.756,N/A,OOM,97.72,0.036,97.756
logistics-large-simple/goal-4,p-a1-c2-s2000-p10-t2-g4,0.135,30.064,30.215,16,SUCCESS,29.679,0.385,30.064,95.128,N/A,OOM,95.08,0.048,95.128
organic-synthesis-MIT,p10,0.128,1.653,1.798,20,SUCCESS,1.545,0.108,1.653,43.867,N/A,OOM,43.81,0.057,43.867
organic-synthesis-MIT,p11,0.282,5.718,6.016,11,SUCCESS,5.574,0.144,5.718,72.532,N/A,OOM,72.46,0.072,72.532
organic-synthesis-MIT,p12,0.099,1.232,1.347,5,SUCCESS,1.139,0.093,1.232,44.401,N/A,OOM,44.31,0.091,44.401
organic-synthesis-MIT,p13,0.181,9.224,9.422,6,SUCCESS,9.051,0.173,9.224,39.128,N/A,OOM,39.06,0.068,39.128
organic-synthesis-MIT,p14,0.128,0.801,0.946,9,SUCCESS,0.708,0.093,0.801,40.654,N/A,OOM,40.61,0.044,40.654
organic-synthesis-MIT,p15,0.231,0.377,0.625,7,SUCCESS,0.29,0.087,0.377,50.348,N/A,OOM,50.29,0.058,50.348
organic-synthesis-MIT,p16,0.098,0.404,0.518,4,SUCCESS,0.318,0.086,0.404,39.932,N/A,OOM,39.89,0.042,39.932
organic-synthesis-MIT,p17,0.097,4.278,4.392,9,SUCCESS,4.138,0.14,4.278,44.813,N/A,ERROR,44.76,0.053,44.813
organic-synthesis-MIT,p19,0.23,1.52,1.766,16,SUCCESS,1.411,0.109,1.52,67.086,N/A,OOM,67.01,0.076,67.086
organic-synthesis-MIT,p2,0.18,0.714,0.91,3,SUCCESS,0.619,0.095,0.714,40.997,N/A,OOM,40.93,0.067,40.997
organic-synthesis-MIT,p20,0.097,0.656,0.77,9,SUCCESS,0.57,0.086,0.656,300.199,N/A,ERROR,300.15,0.049,300.199
organic-synthesis-MIT,p3,0.232,0.271,0.52,6,SUCCESS,0.193,0.078,0.271,5.798,2,SUCCESS,5.675,0.123,5.798
organic-synthesis-MIT,p4,0.133,0.309,0.46,4,SUCCESS,0.218,0.091,0.309,0.256,2,SUCCESS,0.171,0.085,0.256
organic-synthesis-MIT,p5,0.385,43.332,43.734,3,SUCCESS,41.881,1.451,43.332,300.162,N/A,ERROR,300.10,0.062,300.162
organic-synthesis-MIT,p6,0.131,0.364,0.511,6,SUCCESS,0.279,0.085,0.364,300.15,N/A,ERROR,300.12,0.03,300.15
organic-synthesis-MIT,p7,0.284,0.455,0.755,6,SUCCESS,0.373,0.082,0.455,80.5,N/A,OOM,80.44,0.06,80.5
organic-synthesis-MIT,p8,0.131,0.545,0.692,3,SUCCESS,0.46,0.085,0.545,53.577,N/A,OOM,53.52,0.057,53.577
organic-synthesis-MIT,p9,0.096,0.235,0.348,4,SUCCESS,0.154,0.081,0.235,66.305,N/A,OOM,66.24,0.065,66.305
organic-synthesis-alkene,p1,0.092,0.315,0.425,4,SUCCESS,0.227,0.088,0.315,84.6,N/A,OOM,84.53,0.07,84.6
organic-synthesis-alkene,p10,0.075,0.207,0.298,3,SUCCESS,0.124,0.083,0.207,14.231,2,SUCCESS,13.793,0.438,14.231
organic-synthesis-alkene,p11,0.092,0.227,0.337,8,SUCCESS,0.139,0.088,0.227,52.425,2,SUCCESS,50.686,1.739,52.425
organic-synthesis-alkene,p12,0.066,0.122,0.204,6,SUCCESS,0.041,0.081,0.122,0.434,3,SUCCESS,0.342,0.092,0.434
organic-synthesis-alkene,p13,0.067,0.119,0.202,6,SUCCESS,0.041,0.078,0.119,0.436,2,SUCCESS,0.346,0.09,0.436
organic-synthesis-alkene,p14,0.065,0.117,0.199,6,SUCCESS,0.037,0.08,0.117,0.506,3,SUCCESS,0.408,0.098,0.506
organic-synthesis-alkene,p15,0.066,0.119,0.202,6,SUCCESS,0.037,0.082,0.119,0.529,2,SUCCESS,0.435,0.094,0.529
organic-synthesis-alkene,p16,0.075,0.14,0.232,12,SUCCESS,0.062,0.078,0.14,1.402,4,SUCCESS,1.281,0.121,1.402
organic-synthesis-alkene,p17,0.065,0.129,0.211,6,SUCCESS,0.044,0.085,0.129,0.195,2,SUCCESS,0.114,0.081,0.195
organic-synthesis-alkene,p18,0.076,0.188,0.281,3,SUCCESS,0.097,0.091,0.188,5.013,2,SUCCESS,4.802,0.211,5.013
organic-synthesis-alkene,p2,0.079,0.177,0.274,3,SUCCESS,0.099,0.078,0.177,5.061,2,SUCCESS,4.861,0.2,5.061
organic-synthesis-alkene,p3,0.092,0.204,0.313,6,SUCCESS,0.123,0.081,0.204,99.643,N/A,OOM,99.57,0.073,99.643
organic-synthesis-alkene,p4,0.065,0.121,0.205,6,SUCCESS,0.037,0.084,0.121,0.207,1,SUCCESS,0.122,0.085,0.207
organic-synthesis-alkene,p5,0.071,0.117,0.206,6,SUCCESS,0.032,0.085,0.117,0.201,1,SUCCESS,0.114,0.087,0.201
organic-synthesis-alkene,p6,0.078,0.195,0.29,8,SUCCESS,0.11,0.085,0.195,10.114,3,SUCCESS,9.774,0.34,10.114
organic-synthesis-alkene,p7,0.07,0.124,0.213,6,SUCCESS,0.038,0.086,0.124,0.198,1,SUCCESS,0.11,0.088,0.198
