domain,problem,our_transformation_time,our_fd_time,our_total_time,our_h_value,our_status,our_fd_ground_time,our_search_time,our_planning_time,baseline_total_time,baseline_h_value,baseline_status,baseline_fd_ground_time,baseline_search_time,baseline_planning_time
childsnack-contents/parsize4-cham7,contentam6-p3,0.059,4.681,4.757,3,SUCCESS,4.36,0.321,4.681,300.169,N/A,ERROR,300.10,0.069,300.169
childsnack-contents/parsize4-cham7,contentam6-p4,0.06,4.68,4.757,3,SUCCESS,4.371,0.309,4.68,300.172,N/A,ERROR,300.13,0.042,300.172
childsnack-contents/parsize4-cham7,contentam6-p5,0.059,4.873,4.948,3,SUCCESS,4.565,0.308,4.873,46.6,N/A,OOM,46.54,0.06,46.6
gnad-et-al-aaai19-large-instances/blocks-large,p100,0.058,9.025,9.101,27,SUCCESS,8.776,0.249,9.025,105.227,27,SUCCESS,98.43,6.797,105.227
gnad-et-al-aaai19-large-instances/blocks-large,p76,0.059,3.901,3.977,36,SUCCESS,3.732,0.169,3.901,44.981,36,SUCCESS,42.321,2.66,44.981
gnad-et-al-aaai19-large-instances/blocks-large,p77,0.06,3.783,3.86,19,SUCCESS,3.615,0.168,3.783,46.07,19,SUCCESS,43.348,2.722,46.07
gnad-et-al-aaai19-large-instances/blocks-large,p78,0.056,4.034,4.106,27,SUCCESS,3.863,0.171,4.034,48.537,27,SUCCESS,45.66,2.877,48.537
gnad-et-al-aaai19-large-instances/blocks-large,p79,0.056,4.251,4.324,27,SUCCESS,4.072,0.179,4.251,50.685,27,SUCCESS,47.72,2.965,50.685
gnad-et-al-aaai19-large-instances/blocks-large,p80,0.057,4.286,4.361,16,SUCCESS,4.1,0.186,4.286,52.418,16,SUCCESS,49.285,3.133,52.418
gnad-et-al-aaai19-large-instances/blocks-large,p81,0.057,4.516,4.589,17,SUCCESS,4.337,0.179,4.516,54.096,17,SUCCESS,50.83,3.266,54.096
gnad-et-al-aaai19-large-instances/blocks-large,p82,0.058,4.757,4.832,43,SUCCESS,4.574,0.183,4.757,57.064,43,SUCCESS,53.708,3.356,57.064
gnad-et-al-aaai19-large-instances/blocks-large,p83,0.057,4.949,5.022,25,SUCCESS,4.758,0.191,4.949,59.507,25,SUCCESS,55.924,3.583,59.507
gnad-et-al-aaai19-large-instances/blocks-large,p84,0.061,5.196,5.274,27,SUCCESS,5.005,0.191,5.196,60.38,27,SUCCESS,56.655,3.725,60.38
gnad-et-al-aaai19-large-instances/blocks-large,p85,0.059,5.308,5.383,25,SUCCESS,5.11,0.198,5.308,62.671,25,SUCCESS,58.766,3.905,62.671
gnad-et-al-aaai19-large-instances/blocks-large,p86,0.06,5.469,5.545,23,SUCCESS,5.266,0.203,5.469,65.301,23,SUCCESS,61.263,4.038,65.301
gnad-et-al-aaai19-large-instances/blocks-large,p87,0.059,5.584,5.66,24,SUCCESS,5.382,0.202,5.584,69.215,24,SUCCESS,64.946,4.269,69.215
gnad-et-al-aaai19-large-instances/blocks-large,p88,0.059,5.888,5.964,34,SUCCESS,5.676,0.212,5.888,70.763,34,SUCCESS,66.497,4.266,70.763
gnad-et-al-aaai19-large-instances/blocks-large,p89,0.057,5.987,6.06,32,SUCCESS,5.789,0.198,5.987,73.656,32,SUCCESS,69.122,4.534,73.656
gnad-et-al-aaai19-large-instances/blocks-large,p90,0.063,6.21,6.29,20,SUCCESS,6.0,0.21,6.21,74.285,20,SUCCESS,69.636,4.649,74.285
gnad-et-al-aaai19-large-instances/blocks-large,p91,0.059,6.557,6.633,29,SUCCESS,6.348,0.209,6.557,78.575,29,SUCCESS,73.645,4.93,78.575
gnad-et-al-aaai19-large-instances/blocks-large,p92,0.058,6.705,6.779,26,SUCCESS,6.491,0.214,6.705,83.899,26,SUCCESS,78.576,5.323,83.899
gnad-et-al-aaai19-large-instances/blocks-large,p93,0.06,6.985,7.062,35,SUCCESS,6.759,0.226,6.985,83.252,35,SUCCESS,77.954,5.298,83.252
gnad-et-al-aaai19-large-instances/blocks-large,p94,0.06,6.955,7.031,37,SUCCESS,6.738,0.217,6.955,85.787,37,SUCCESS,80.317,5.47,85.787
gnad-et-al-aaai19-large-instances/blocks-large,p95,0.057,7.405,7.479,31,SUCCESS,7.164,0.241,7.405,91.919,31,SUCCESS,86.312,5.607,91.919
gnad-et-al-aaai19-large-instances/blocks-large,p96,0.061,7.975,8.052,30,SUCCESS,7.753,0.222,7.975,90.679,30,SUCCESS,84.702,5.977,90.679
gnad-et-al-aaai19-large-instances/blocks-large,p97,0.059,8.213,8.289,38,SUCCESS,7.983,0.23,8.213,93.633,38,SUCCESS,87.535,6.098,93.633
gnad-et-al-aaai19-large-instances/blocks-large,p98,0.06,8.409,8.486,44,SUCCESS,8.178,0.231,8.409,97.207,44,SUCCESS,90.861,6.346,97.207
gnad-et-al-aaai19-large-instances/blocks-large,p99,0.06,8.414,8.491,24,SUCCESS,8.178,0.236,8.414,100.196,24,SUCCESS,93.627,6.569,100.196
gnad-et-al-aaai19-large-instances/caldera-large,12_hosts_trial_1,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,161.487,5,SUCCESS,153.538,7.949,161.487
gnad-et-al-aaai19-large-instances/caldera-large,12_hosts_trial_2,0.087,0,0.087,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,78.893,N/A,OOM,78.83,0.063,78.893
gnad-et-al-aaai19-large-instances/caldera-large,12_hosts_trial_3,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,93.32,N/A,OOM,93.27,0.05,93.32
gnad-et-al-aaai19-large-instances/caldera-large,12_hosts_trial_4,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,128.354,N/A,OOM,128.27,0.084,128.354
gnad-et-al-aaai19-large-instances/caldera-large,12_hosts_trial_5,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,100.537,N/A,OOM,100.46,0.077,100.537
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_1,0.087,0,0.087,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,82.655,N/A,OOM,82.61,0.045,82.655
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_2,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,73.483,N/A,OOM,73.43,0.053,73.483
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_3,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,76.401,N/A,OOM,76.35,0.051,76.401
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_4,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,148.289,N/A,OOM,148.18,0.109,148.289
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_5,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,301.186,N/A,ERROR,301.11,0.076,301.186
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_1,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,300.16,N/A,ERROR,300.12,0.04,300.16
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_2,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,80.197,N/A,OOM,80.15,0.047,80.197
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_3,0.084,0,0.084,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,97.395,N/A,OOM,97.31,0.085,97.395
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_4,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,172.652,N/A,OOM,172.56,0.092,172.652
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_5,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,123.081,N/A,OOM,122.99,0.091,123.081
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_1,0.084,0,0.084,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,300.188,N/A,ERROR,300.13,0.058,300.188
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_2,0.084,0,0.084,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,66.194,N/A,OOM,66.16,0.034,66.194
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_3,0.092,0,0.092,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,100.024,N/A,OOM,99.96,0.064,100.024
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_4,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,178.361,N/A,OOM,178.30,0.061,178.361
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_5,0.088,0,0.088,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,129.336,N/A,OOM,129.24,0.096,129.336
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_1,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,67.089,N/A,OOM,67.01,0.079,67.089
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_2,0.098,0,0.098,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,68.777,N/A,OOM,68.72,0.057,68.777
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_3,0.085,0,0.085,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,301.187,N/A,ERROR,301.13,0.057,301.187
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_4,0.086,0,0.086,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,301.174,N/A,ERROR,301.10,0.074,301.174
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_5,0.088,0,0.088,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,141.925,N/A,OOM,141.82,0.105,141.925
gnad-et-al-aaai19-large-instances/depots-large,p01-10-10-8-9-9-30,0.06,5.983,6.059,6,SUCCESS,5.791,0.192,5.983,8.732,6,SUCCESS,8.248,0.484,8.732
gnad-et-al-aaai19-large-instances/depots-large,p02-10-10-8-9-9-32,0.06,6.351,6.427,7,SUCCESS,6.148,0.203,6.351,9.009,7,SUCCESS,8.516,0.493,9.009
gnad-et-al-aaai19-large-instances/depots-large,p03-11-11-9-10-10-34,0.061,8.327,8.405,8,SUCCESS,8.099,0.228,8.327,11.465,8,SUCCESS,10.837,0.628,11.465
gnad-et-al-aaai19-large-instances/depots-large,p04-12-12-10-11-11-36,0.06,10.838,10.915,7,SUCCESS,10.575,0.263,10.838,14.466,7,SUCCESS,13.645,0.821,14.466
gnad-et-al-aaai19-large-instances/depots-large,p05-12-12-10-11-11-38,0.062,12.379,12.458,7,SUCCESS,12.101,0.278,12.379,16.365,7,SUCCESS,15.462,0.903,16.365
gnad-et-al-aaai19-large-instances/depots-large,p06-13-13-11-12-12-40,0.059,15.717,15.793,7,SUCCESS,15.408,0.309,15.717,19.521,7,SUCCESS,18.308,1.213,19.521
gnad-et-al-aaai19-large-instances/depots-large,p07-14-14-12-13-13-42,0.063,19.52,19.599,6,SUCCESS,19.169,0.351,19.52,23.565,6,SUCCESS,22.102,1.463,23.565
gnad-et-al-aaai19-large-instances/depots-large,p08-14-14-12-13-13-44,0.06,21.943,22.02,6,SUCCESS,21.56,0.383,21.943,25.668,6,SUCCESS,24.075,1.593,25.668
gnad-et-al-aaai19-large-instances/depots-large,p09-15-15-13-14-14-46,0.06,26.758,26.835,6,SUCCESS,26.321,0.437,26.758,31.713,6,SUCCESS,29.739,1.974,31.713
gnad-et-al-aaai19-large-instances/depots-large,p10-16-16-14-15-15-48,0.061,33.86,33.937,7,SUCCESS,33.369,0.491,33.86,35.782,7,SUCCESS,33.389,2.393,35.782
gnad-et-al-aaai19-large-instances/depots-large,p11-16-16-14-15-15-50,0.062,36.349,36.428,9,SUCCESS,35.841,0.508,36.349,40.199,9,SUCCESS,37.639,2.56,40.199
gnad-et-al-aaai19-large-instances/depots-large,p12-17-17-15-16-16-52,0.062,46.338,46.417,8,SUCCESS,45.763,0.575,46.338,44.712,8,SUCCESS,41.636,3.076,44.712
gnad-et-al-aaai19-large-instances/depots-large,p13-18-18-16-17-17-54,0.069,55.925,56.011,7,SUCCESS,55.268,0.657,55.925,52.178,7,SUCCESS,48.498,3.68,52.178
gnad-et-al-aaai19-large-instances/depots-large,p14-18-18-16-17-17-56,0.061,60.59,60.668,7,SUCCESS,59.915,0.675,60.59,55.739,7,SUCCESS,51.842,3.897,55.739
gnad-et-al-aaai19-large-instances/depots-large,p15-19-19-17-18-18-58,0.064,71.233,71.314,7,SUCCESS,70.474,0.759,71.233,66.205,7,SUCCESS,61.665,4.54,66.205
gnad-et-al-aaai19-large-instances/depots-large,p16-20-20-18-19-19-60,0.067,85.349,85.433,7,SUCCESS,84.501,0.848,85.349,72.603,7,SUCCESS,67.221,5.382,72.603
gnad-et-al-aaai19-large-instances/depots-large,p17-20-20-18-19-19-62,0.087,95.388,95.492,8,SUCCESS,94.5,0.888,95.388,78.963,8,SUCCESS,73.203,5.76,78.963
gnad-et-al-aaai19-large-instances/depots-large,p18-21-21-19-20-20-64,0.065,107.788,107.871,9,SUCCESS,106.777,1.011,107.788,89.072,9,SUCCESS,82.431,6.641,89.072
gnad-et-al-aaai19-large-instances/depots-large,p19-22-22-20-21-21-66,0.067,129.886,129.97,7,SUCCESS,128.771,1.115,129.886,97.842,7,SUCCESS,90.443,7.399,97.842
gnad-et-al-aaai19-large-instances/depots-large,p20-22-22-20-21-21-68,0.066,144.601,144.683,9,SUCCESS,143.41,1.191,144.601,107.727,9,SUCCESS,99.962,7.765,107.727
gnad-et-al-aaai19-large-instances/depots-large,p21-6-6-4-5-5-20,0.06,1.239,1.316,7,SUCCESS,1.122,0.117,1.239,1.739,7,SUCCESS,1.573,0.166,1.739
gnad-et-al-aaai19-large-instances/depots-large,p22-7-7-5-6-6-22,0.059,1.789,1.865,7,SUCCESS,1.656,0.133,1.789,2.639,7,SUCCESS,2.437,0.202,2.639
gnad-et-al-aaai19-large-instances/depots-large,p23-8-8-6-7-7-24,0.059,2.55,2.626,7,SUCCESS,2.408,0.142,2.55,3.791,7,SUCCESS,3.541,0.25,3.791
gnad-et-al-aaai19-large-instances/depots-large,p24-8-8-6-7-7-26,0.059,2.918,2.994,6,SUCCESS,2.767,0.151,2.918,4.506,6,SUCCESS,4.223,0.283,4.506
gnad-et-al-aaai19-large-instances/depots-large,p25-9-9-7-8-8-28,0.058,4.151,4.226,7,SUCCESS,3.983,0.168,4.151,6.188,7,SUCCESS,5.831,0.357,6.188
gnad-et-al-aaai19-large-instances/satellite-large,p01-10-4-6-204-204,0.07,2.49,2.577,3,SUCCESS,2.357,0.133,2.49,95.521,3,SUCCESS,91.539,3.982,95.521
gnad-et-al-aaai19-large-instances/satellite-large,p02-12-5-7-204-204,0.072,3.691,3.78,3,SUCCESS,3.543,0.148,3.691,115.456,3,SUCCESS,110.467,4.989,115.456
gnad-et-al-aaai19-large-instances/satellite-large,p03-10-4-6-212-212,0.071,2.648,2.737,3,SUCCESS,2.512,0.136,2.648,101.882,3,SUCCESS,97.495,4.387,101.882
gnad-et-al-aaai19-large-instances/satellite-large,p04-12-5-7-212-212,0.075,4.256,4.347,3,SUCCESS,4.098,0.158,4.256,125.503,3,SUCCESS,120.353,5.15,125.503
gnad-et-al-aaai19-large-instances/satellite-large,p05-11-4-6-220-220,0.071,3.482,3.57,3,SUCCESS,3.334,0.148,3.482,123.839,3,SUCCESS,118.529,5.31,123.839
gnad-et-al-aaai19-large-instances/satellite-large,p06-13-5-8-220-220,0.077,4.484,4.579,3,SUCCESS,4.322,0.162,4.484,150.174,3,SUCCESS,143.896,6.278,150.174
gnad-et-al-aaai19-large-instances/satellite-large,p07-11-4-6-228-228,0.073,3.547,3.638,3,SUCCESS,3.394,0.153,3.547,133.144,3,SUCCESS,127.561,5.583,133.144
gnad-et-al-aaai19-large-instances/satellite-large,p08-13-5-8-228-228,0.074,5.018,5.108,3,SUCCESS,4.854,0.164,5.018,158.169,3,SUCCESS,151.424,6.745,158.169
gnad-et-al-aaai19-large-instances/satellite-large,p09-11-4-6-236-236,0.146,3.828,3.99,3,SUCCESS,3.668,0.16,3.828,146.736,3,SUCCESS,140.603,6.133,146.736
gnad-et-al-aaai19-large-instances/satellite-large,p10-13-5-8-236-236,0.075,4.933,5.025,3,SUCCESS,4.757,0.176,4.933,173.828,3,SUCCESS,166.286,7.542,173.828
gnad-et-al-aaai19-large-instances/satellite-large,p11-12-5-7-244-244,0.075,4.971,5.064,3,SUCCESS,4.8,0.171,4.971,165.915,3,SUCCESS,158.856,7.059,165.915
gnad-et-al-aaai19-large-instances/satellite-large,p12-14-6-9-244-244,0.083,6.393,6.494,3,SUCCESS,6.199,0.194,6.393,193.906,3,SUCCESS,185.437,8.469,193.906
gnad-et-al-aaai19-large-instances/satellite-large,p13-12-5-7-252-252,0.076,4.94,5.032,3,SUCCESS,4.762,0.178,4.94,178.744,3,SUCCESS,171.051,7.693,178.744
gnad-et-al-aaai19-large-instances/satellite-large,p14-14-6-9-252-252,0.093,7.253,7.364,3,SUCCESS,7.048,0.205,7.253,106.251,N/A,OOM,106.16,0.091,106.251
gnad-et-al-aaai19-large-instances/satellite-large,p15-13-5-8-260-260,0.075,5.999,6.091,3,SUCCESS,5.818,0.181,5.999,199.624,3,SUCCESS,190.768,8.856,199.624
gnad-et-al-aaai19-large-instances/satellite-large,p16-15-6-10-260-260,0.078,7.478,7.573,3,SUCCESS,7.273,0.205,7.478,132.138,N/A,OOM,132.06,0.078,132.138
gnad-et-al-aaai19-large-instances/satellite-large,p17-13-5-8-268-268,0.075,6.252,6.344,3,SUCCESS,6.068,0.184,6.252,98.341,N/A,OOM,98.26,0.081,98.341
gnad-et-al-aaai19-large-instances/satellite-large,p18-15-6-10-268-268,0.077,7.5,7.594,3,SUCCESS,7.231,0.269,7.5,84.049,N/A,OOM,83.97,0.079,84.049
gnad-et-al-aaai19-large-instances/satellite-large,p19-13-5-8-276-276,0.077,6.354,6.447,3,SUCCESS,6.159,0.195,6.354,99.649,N/A,OOM,99.55,0.099,99.649
gnad-et-al-aaai19-large-instances/satellite-large,p20-15-6-10-276-276,0.081,8.878,8.976,3,SUCCESS,8.659,0.219,8.878,87.486,N/A,OOM,87.42,0.066,87.486
gnad-et-al-aaai19-large-instances/satellite-large,p21-14-6-9-284-284,0.078,6.87,6.964,3,SUCCESS,6.674,0.196,6.87,84.05,N/A,OOM,83.99,0.06,84.05
gnad-et-al-aaai19-large-instances/satellite-large,p22-16-7-10-284-284,0.092,10.403,10.512,3,SUCCESS,10.158,0.245,10.403,73.241,N/A,OOM,73.18,0.061,73.241
gnad-et-al-aaai19-large-instances/satellite-large,p23-14-6-9-292-292,0.079,7.658,7.755,3,SUCCESS,7.448,0.21,7.658,80.949,N/A,OOM,80.90,0.049,80.949
gnad-et-al-aaai19-large-instances/satellite-large,p24-16-7-10-292-292,0.089,9.727,9.832,3,SUCCESS,9.495,0.232,9.727,80.522,N/A,OOM,80.44,0.082,80.522
gnad-et-al-aaai19-large-instances/satellite-large,p25-15-6-10-300-300,0.092,9.78,9.89,3,SUCCESS,9.551,0.229,9.78,300.182,N/A,ERROR,300.11,0.072,300.182
gnad-et-al-aaai19-large-instances/tpp-large,p01-30-20-6-7-7,0.069,2.699,2.785,10,SUCCESS,2.538,0.161,2.699,12.717,10,SUCCESS,12.176,0.541,12.717
gnad-et-al-aaai19-large-instances/tpp-large,p02-32-21-7-8-8,0.071,4.195,4.283,11,SUCCESS,4.004,0.191,4.195,22.863,11,SUCCESS,21.884,0.979,22.863
gnad-et-al-aaai19-large-instances/tpp-large,p03-34-22-7-8-8,0.07,4.28,4.367,12,SUCCESS,4.089,0.191,4.28,24.123,12,SUCCESS,23.054,1.069,24.123
gnad-et-al-aaai19-large-instances/tpp-large,p04-36-24-8-9-9,0.083,5.809,5.909,12,SUCCESS,5.574,0.235,5.809,41.26,12,SUCCESS,39.298,1.962,41.26
gnad-et-al-aaai19-large-instances/tpp-large,p05-38-25-8-9-9,0.083,6.217,6.317,13,SUCCESS,5.975,0.242,6.217,43.228,13,SUCCESS,41.204,2.024,43.228
gnad-et-al-aaai19-large-instances/tpp-large,p06-40-26-9-10-10,0.084,8.036,8.137,13,SUCCESS,7.747,0.289,8.036,70.543,13,SUCCESS,66.971,3.572,70.543
gnad-et-al-aaai19-large-instances/tpp-large,p07-42-28-9-10-10,0.084,8.68,8.781,13,SUCCESS,8.373,0.307,8.68,75.691,13,SUCCESS,71.832,3.859,75.691
gnad-et-al-aaai19-large-instances/tpp-large,p08-44-29-10-11-11,0.091,11.324,11.434,14,SUCCESS,10.946,0.378,11.324,116.155,14,SUCCESS,109.761,6.394,116.155
gnad-et-al-aaai19-large-instances/tpp-large,p09-46-30-10-11-11,0.088,11.919,12.024,14,SUCCESS,11.543,0.376,11.919,123.116,14,SUCCESS,116.649,6.467,123.116
gnad-et-al-aaai19-large-instances/tpp-large,p10-48-32-11-12-12,0.09,14.766,14.875,15,SUCCESS,14.305,0.461,14.766,181.67,15,SUCCESS,171.567,10.103,181.67
gnad-et-al-aaai19-large-instances/tpp-large,p11-50-33-11-12-12,0.091,15.862,15.97,15,SUCCESS,15.39,0.472,15.862,189.289,15,SUCCESS,178.642,10.647,189.289
gnad-et-al-aaai19-large-instances/tpp-large,p12-52-34-12-13-13,0.096,18.841,18.955,16,SUCCESS,18.279,0.562,18.841,71.338,N/A,OOM,71.26,0.078,71.338
gnad-et-al-aaai19-large-instances/tpp-large,p13-54-36-12-13-13,0.095,20.478,20.59,16,SUCCESS,19.897,0.581,20.478,72.405,N/A,OOM,72.34,0.065,72.405
gnad-et-al-aaai19-large-instances/tpp-large,p14-56-37-13-14-14,0.111,24.337,24.464,17,SUCCESS,23.658,0.679,24.337,300.198,N/A,ERROR,300.11,0.088,300.198
gnad-et-al-aaai19-large-instances/tpp-large,p15-58-38-13-14-14,0.115,25.87,26.001,17,SUCCESS,25.139,0.731,25.87,300.171,N/A,ERROR,300.13,0.041,300.171
gnad-et-al-aaai19-large-instances/tpp-large,p16-60-40-14-15-15,0.117,30.848,30.982,18,SUCCESS,30.004,0.844,30.848,77.441,N/A,OOM,77.36,0.081,77.441
gnad-et-al-aaai19-large-instances/tpp-large,p17-62-41-14-15-15,0.12,31.752,31.888,18,SUCCESS,30.871,0.881,31.752,80.476,N/A,OOM,80.38,0.096,80.476
gnad-et-al-aaai19-large-instances/tpp-large,p18-64-42-15-16-16,0.117,36.68,36.814,19,SUCCESS,35.695,0.985,36.68,83.907,N/A,OOM,83.82,0.087,83.907
gnad-et-al-aaai19-large-instances/tpp-large,p19-66-44-15-16-16,0.123,39.008,39.147,19,SUCCESS,37.95,1.058,39.008,76.683,N/A,OOM,76.61,0.073,76.683
gnad-et-al-aaai19-large-instances/tpp-large,p20-68-45-16-17-17,0.121,45.14,45.278,20,SUCCESS,43.948,1.192,45.14,56.11,N/A,OOM,56.05,0.06,56.11
gnad-et-al-aaai19-large-instances/tpp-large,p21-20-13-4-5-5,0.064,0.793,0.874,8,SUCCESS,0.688,0.105,0.793,1.921,8,SUCCESS,1.765,0.156,1.921
gnad-et-al-aaai19-large-instances/tpp-large,p22-22-14-4-5-5,0.069,0.917,1.004,9,SUCCESS,0.801,0.116,0.917,2.07,9,SUCCESS,1.906,0.164,2.07
gnad-et-al-aaai19-large-instances/tpp-large,p23-24-16-5-6-6,0.069,1.64,1.727,9,SUCCESS,1.511,0.129,1.64,5.428,9,SUCCESS,5.165,0.263,5.428
gnad-et-al-aaai19-large-instances/tpp-large,p24-26-17-5-6-6,0.069,1.997,2.082,9,SUCCESS,1.863,0.134,1.997,5.557,9,SUCCESS,5.285,0.272,5.557
gnad-et-al-aaai19-large-instances/tpp-large,p25-28-18-6-7-7,0.069,2.495,2.581,11,SUCCESS,2.347,0.148,2.495,11.406,11,SUCCESS,10.908,0.498,11.406
logistics,prob-x1,0.068,13.854,13.939,2,SUCCESS,13.72,0.134,13.854,9.105,2,SUCCESS,8.971,0.134,9.105
logistics,prob28,0.068,13.84,13.924,2,SUCCESS,13.71,0.13,13.84,9.358,2,SUCCESS,9.224,0.134,9.358
logistics-large-simple/goal-1,p-a1-c1-s1000-p10-t1-g1,0.074,5.273,5.363,3,SUCCESS,5.147,0.126,5.273,57.917,3,SUCCESS,55.753,2.164,57.917
logistics-large-simple/goal-1,p-a1-c1-s1250-p10-t1-g1,0.087,6.973,7.077,3,SUCCESS,6.832,0.141,6.973,92.81,3,SUCCESS,89.383,3.427,92.81
logistics-large-simple/goal-1,p-a1-c1-s1500-p10-t1-g1,0.09,8.707,8.813,3,SUCCESS,8.558,0.149,8.707,131.503,3,SUCCESS,126.33,5.173,131.503
logistics-large-simple/goal-1,p-a1-c1-s1750-p10-t1-g1,0.096,10.587,10.701,3,SUCCESS,10.428,0.159,10.587,181.885,3,SUCCESS,174.723,7.162,181.885
logistics-large-simple/goal-1,p-a1-c1-s2000-p10-t1-g1,0.095,12.738,12.849,3,SUCCESS,12.564,0.174,12.738,99.588,N/A,OOM,99.51,0.078,99.588
logistics-large-simple/goal-1,p-a1-c2-s1000-p10-t2-g1,0.095,12.544,12.656,3,SUCCESS,12.373,0.171,12.544,117.587,3,SUCCESS,113.026,4.561,117.587
logistics-large-simple/goal-1,p-a1-c2-s1250-p10-t2-g1,0.117,16.588,16.723,3,SUCCESS,16.398,0.19,16.588,189.302,3,SUCCESS,181.977,7.325,189.302
logistics-large-simple/goal-1,p-a1-c2-s1500-p10-t2-g1,0.125,21.088,21.229,3,SUCCESS,20.87,0.218,21.088,97.97,N/A,OOM,97.88,0.09,97.97
logistics-large-simple/goal-1,p-a1-c2-s1750-p10-t2-g1,0.131,25.72,25.868,3,SUCCESS,25.476,0.244,25.72,96.999,N/A,OOM,96.90,0.099,96.999
logistics-large-simple/goal-1,p-a1-c2-s2000-p10-t2-g1,0.134,30.35,30.501,3,SUCCESS,30.093,0.257,30.35,300.182,N/A,ERROR,300.11,0.072,300.182
logistics-large-simple/goal-2,p-a1-c1-s1000-p10-t1-g2,0.074,5.519,5.611,3,SUCCESS,5.384,0.135,5.519,58.015,3,SUCCESS,55.877,2.138,58.015
logistics-large-simple/goal-2,p-a1-c1-s1250-p10-t1-g2,0.088,7.043,7.148,3,SUCCESS,6.89,0.153,7.043,92.069,3,SUCCESS,88.639,3.43,92.069
logistics-large-simple/goal-2,p-a1-c1-s1500-p10-t1-g2,0.089,8.791,8.897,3,SUCCESS,8.626,0.165,8.791,131.029,3,SUCCESS,125.852,5.177,131.029
logistics-large-simple/goal-2,p-a1-c1-s1750-p10-t1-g2,0.093,10.64,10.75,3,SUCCESS,10.46,0.18,10.64,182.44,3,SUCCESS,175.19,7.25,182.44
logistics-large-simple/goal-2,p-a1-c1-s2000-p10-t1-g2,0.099,12.593,12.71,3,SUCCESS,12.389,0.204,12.593,99.65,N/A,OOM,99.59,0.06,99.65
logistics-large-simple/goal-2,p-a1-c2-s1000-p10-t2-g2,0.093,13.717,13.827,3,SUCCESS,13.512,0.205,13.717,118.476,3,SUCCESS,113.902,4.574,118.476
logistics-large-simple/goal-2,p-a1-c2-s1250-p10-t2-g2,0.117,16.645,16.779,3,SUCCESS,16.415,0.23,16.645,191.144,3,SUCCESS,183.545,7.599,191.144
logistics-large-simple/goal-2,p-a1-c2-s1500-p10-t2-g2,0.127,21.32,21.464,3,SUCCESS,21.065,0.255,21.32,97.916,N/A,OOM,97.83,0.086,97.916
