domain,problem,our_transformation_time,our_fd_time,our_total_time,our_h_value,our_status,our_fd_ground_time,our_search_time,our_planning_time,baseline_total_time,baseline_h_value,baseline_status,baseline_fd_ground_time,baseline_search_time,baseline_planning_time
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_1,0.154,0,0.154,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,146.905,N/A,TIMEOUT,142.17,4.735,146.905
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_2,0.156,0,0.156,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,133.914,N/A,TIMEOUT,128.56,5.354,133.914
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_3,0.153,0,0.153,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,161.949,N/A,TIMEOUT,158.00,3.949,161.949
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_4,0.156,0,0.156,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,294.758,N/A,TIMEOUT,293.38,1.378,294.758
gnad-et-al-aaai19-large-instances/caldera-large,13_hosts_trial_5,0.156,0,0.156,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,211.189,N/A,TIMEOUT,206.20,4.989,211.189
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_1,0.154,0,0.154,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,161.472,N/A,TIMEOUT,156.02,5.452,161.472
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_2,0.157,0,0.157,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,214.638,N/A,TIMEOUT,197.72,16.918,214.638
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_3,0.159,0,0.159,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,227.179,N/A,TIMEOUT,211.53,15.649,227.179
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_4,0.157,0,0.157,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,299.831,N/A,TIMEOUT,299.51,0.321,299.831
gnad-et-al-aaai19-large-instances/caldera-large,14_hosts_trial_5,0.154,0,0.154,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,255.897,N/A,TIMEOUT,249.75,6.147,255.897
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_1,0.165,0,0.165,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,209.497,N/A,TIMEOUT,194.82,14.677,209.497
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_2,0.157,0,0.157,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,185.583,N/A,TIMEOUT,170.48,15.103,185.583
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_3,0.161,0,0.161,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,183.96,N/A,TIMEOUT,178.10,5.86,183.96
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_4,0.157,0,0.157,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,250.138,N/A,TIMEOUT,247.07,3.068,250.138
gnad-et-al-aaai19-large-instances/caldera-large,15_hosts_trial_5,0.173,0,0.173,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,245.583,N/A,TIMEOUT,240.22,5.363,245.583
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_1,0.165,0,0.165,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,112.246,N/A,TIMEOUT,107.47,4.776,112.246
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_2,0.161,0,0.161,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,170.13,N/A,TIMEOUT,159.35,10.78,170.13
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_3,0.152,0,0.152,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,215.211,N/A,TIMEOUT,208.32,6.891,215.211
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_4,0.155,0,0.155,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,246.637,N/A,TIMEOUT,246.23,0.407,246.637
gnad-et-al-aaai19-large-instances/caldera-large,16_hosts_trial_5,0.153,0,0.153,N/A,TRANSFORMATION_FAIL,N/A,N/A,N/A,239.319,N/A,TIMEOUT,238.31,1.009,239.319
gnad-et-al-aaai19-large-instances/depots-large,p01-10-10-8-9-9-30,0.169,8.512,8.777,6,SUCCESS,8.115,0.397,8.512,11.975,6,SUCCESS,11.288,0.687,11.975
gnad-et-al-aaai19-large-instances/depots-large,p02-10-10-8-9-9-32,0.168,9.363,9.641,7,SUCCESS,8.964,0.399,9.363,12.95,7,SUCCESS,12.178,0.772,12.95
gnad-et-al-aaai19-large-instances/depots-large,p03-11-11-9-10-10-34,0.15,11.701,11.944,8,SUCCESS,11.266,0.435,11.701,15.806,8,SUCCESS,14.887,0.919,15.806
gnad-et-al-aaai19-large-instances/depots-large,p04-12-12-10-11-11-36,0.15,15.419,15.662,7,SUCCESS,14.927,0.492,15.419,19.857,7,SUCCESS,18.599,1.258,19.857
gnad-et-al-aaai19-large-instances/depots-large,p05-12-12-10-11-11-38,0.153,17.831,18.08,7,SUCCESS,17.302,0.529,17.831,22.222,7,SUCCESS,20.833,1.389,22.222
gnad-et-al-aaai19-large-instances/depots-large,p06-13-13-11-12-12-40,0.153,22.347,22.596,7,SUCCESS,21.76,0.587,22.347,27.757,7,SUCCESS,25.998,1.759,27.757
gnad-et-al-aaai19-large-instances/depots-large,p07-14-14-12-13-13-42,0.154,27.656,27.907,6,SUCCESS,26.974,0.682,27.656,31.972,6,SUCCESS,29.971,2.001,31.972
gnad-et-al-aaai19-large-instances/depots-large,p08-14-14-12-13-13-44,0.155,30.148,30.398,6,SUCCESS,29.427,0.721,30.148,34.241,6,SUCCESS,32.046,2.195,34.241
gnad-et-al-aaai19-large-instances/depots-large,p09-15-15-13-14-14-46,0.157,36.488,36.742,6,SUCCESS,35.68,0.808,36.488,41.025,6,SUCCESS,38.338,2.687,41.025
gnad-et-al-aaai19-large-instances/depots-large,p10-16-16-14-15-15-48,0.158,46.749,47.003,7,SUCCESS,45.815,0.934,46.749,48.401,7,SUCCESS,45.258,3.143,48.401
gnad-et-al-aaai19-large-instances/depots-large,p11-16-16-14-15-15-50,0.158,50.3,50.556,9,SUCCESS,49.33,0.97,50.3,51.648,9,SUCCESS,48.265,3.383,51.648
gnad-et-al-aaai19-large-instances/depots-large,p12-17-17-15-16-16-52,0.161,62.343,62.601,8,SUCCESS,61.247,1.096,62.343,59.793,8,SUCCESS,55.947,3.846,59.793
gnad-et-al-aaai19-large-instances/depots-large,p13-18-18-16-17-17-54,0.159,73.775,74.031,7,SUCCESS,72.607,1.168,73.775,70.618,7,SUCCESS,66.142,4.476,70.618
gnad-et-al-aaai19-large-instances/depots-large,p14-18-18-16-17-17-56,0.159,82.224,82.48,7,SUCCESS,80.935,1.289,82.224,72.839,7,SUCCESS,68.023,4.816,72.839
gnad-et-al-aaai19-large-instances/depots-large,p15-19-19-17-18-18-58,0.159,95.905,96.159,7,SUCCESS,94.532,1.373,95.905,84.417,7,SUCCESS,78.855,5.562,84.417
gnad-et-al-aaai19-large-instances/depots-large,p16-20-20-18-19-19-60,0.16,114.531,114.787,7,SUCCESS,112.974,1.557,114.531,96.282,7,SUCCESS,89.844,6.438,96.282
gnad-et-al-aaai19-large-instances/depots-large,p17-20-20-18-19-19-62,0.16,125.682,125.939,8,SUCCESS,124.073,1.609,125.682,100.422,8,SUCCESS,93.655,6.767,100.422
gnad-et-al-aaai19-large-instances/depots-large,p18-21-21-19-20-20-64,0.159,144.43,144.685,9,SUCCESS,142.663,1.767,144.43,114.289,9,SUCCESS,106.575,7.714,114.289
gnad-et-al-aaai19-large-instances/depots-large,p19-22-22-20-21-21-66,0.161,171.796,172.056,7,SUCCESS,169.786,2.01,171.796,130.47,7,SUCCESS,121.747,8.723,130.47
gnad-et-al-aaai19-large-instances/depots-large,p20-22-22-20-21-21-68,0.158,188.027,188.281,9,SUCCESS,185.902,2.125,188.027,135.136,9,SUCCESS,125.836,9.3,135.136
gnad-et-al-aaai19-large-instances/depots-large,p21-6-6-4-5-5-20,0.145,1.922,2.163,7,SUCCESS,1.706,0.216,1.922,2.691,7,SUCCESS,2.415,0.276,2.691
gnad-et-al-aaai19-large-instances/depots-large,p22-7-7-5-6-6-22,0.145,2.76,3.0,7,SUCCESS,2.524,0.236,2.76,3.937,7,SUCCESS,3.601,0.336,3.937
gnad-et-al-aaai19-large-instances/depots-large,p23-8-8-6-7-7-24,0.148,3.817,4.061,7,SUCCESS,3.548,0.269,3.817,5.662,7,SUCCESS,5.248,0.414,5.662
gnad-et-al-aaai19-large-instances/depots-large,p24-8-8-6-7-7-26,0.149,4.386,4.633,6,SUCCESS,4.103,0.283,4.386,6.247,6,SUCCESS,5.789,0.458,6.247
gnad-et-al-aaai19-large-instances/depots-large,p25-9-9-7-8-8-28,0.15,5.998,6.246,7,SUCCESS,5.68,0.318,5.998,8.599,7,SUCCESS,8.053,0.546,8.599
gnad-et-al-aaai19-large-instances/satellite-large,p01-10-4-6-204-204,0.167,3.884,4.148,3,SUCCESS,3.621,0.263,3.884,127.24,3,SUCCESS,120.717,6.523,127.24
gnad-et-al-aaai19-large-instances/satellite-large,p02-12-5-7-204-204,0.173,5.259,5.531,3,SUCCESS,4.97,0.289,5.259,157.679,3,SUCCESS,149.772,7.907,157.679
gnad-et-al-aaai19-large-instances/satellite-large,p03-10-4-6-212-212,0.171,3.848,4.117,3,SUCCESS,3.59,0.258,3.848,139.818,3,SUCCESS,132.888,6.93,139.818
gnad-et-al-aaai19-large-instances/satellite-large,p04-12-5-7-212-212,0.185,6.013,6.296,3,SUCCESS,5.713,0.3,6.013,174.12,3,SUCCESS,165.729,8.391,174.12
gnad-et-al-aaai19-large-instances/satellite-large,p05-11-4-6-220-220,0.2,5.01,5.309,3,SUCCESS,4.715,0.295,5.01,166.308,3,SUCCESS,157.955,8.353,166.308
gnad-et-al-aaai19-large-instances/satellite-large,p06-13-5-8-220-220,0.199,6.596,6.892,3,SUCCESS,6.279,0.317,6.596,197.646,3,SUCCESS,187.71,9.936,197.646
gnad-et-al-aaai19-large-instances/satellite-large,p07-11-4-6-228-228,0.196,5.037,5.329,3,SUCCESS,4.737,0.3,5.037,183.569,3,SUCCESS,174.639,8.93,183.569
gnad-et-al-aaai19-large-instances/satellite-large,p08-13-5-8-228-228,0.172,7.09,7.356,3,SUCCESS,6.773,0.317,7.09,214.211,3,SUCCESS,203.531,10.68,214.211
gnad-et-al-aaai19-large-instances/satellite-large,p09-11-4-6-236-236,0.197,5.551,5.845,3,SUCCESS,5.249,0.302,5.551,190.381,3,SUCCESS,180.742,9.639,190.381
gnad-et-al-aaai19-large-instances/satellite-large,p10-13-5-8-236-236,0.198,7.063,7.359,3,SUCCESS,6.734,0.329,7.063,226.613,3,SUCCESS,215.17,11.443,226.613
gnad-et-al-aaai19-large-instances/satellite-large,p11-12-5-7-244-244,0.203,6.839,7.136,3,SUCCESS,6.512,0.327,6.839,231.279,3,SUCCESS,219.956,11.323,231.279
gnad-et-al-aaai19-large-instances/satellite-large,p12-14-6-9-244-244,0.21,9.374,9.68,3,SUCCESS,9.006,0.368,9.374,171.95,N/A,TIMEOUT,169.53,2.42,171.95
gnad-et-al-aaai19-large-instances/satellite-large,p13-12-5-7-252-252,0.203,6.847,7.147,3,SUCCESS,6.511,0.336,6.847,241.429,3,SUCCESS,229.559,11.87,241.429
gnad-et-al-aaai19-large-instances/satellite-large,p14-14-6-9-252-252,0.211,9.752,10.059,3,SUCCESS,9.378,0.374,9.752,191.863,N/A,TIMEOUT,189.02,2.843,191.863
gnad-et-al-aaai19-large-instances/satellite-large,p15-13-5-8-260-260,0.206,8.399,8.703,3,SUCCESS,8.038,0.361,8.399,143.266,N/A,TIMEOUT,138.97,4.296,143.266
gnad-et-al-aaai19-large-instances/satellite-large,p16-15-6-10-260-260,0.209,10.545,10.852,3,SUCCESS,10.143,0.402,10.545,140.451,N/A,TIMEOUT,135.34,5.111,140.451
gnad-et-al-aaai19-large-instances/satellite-large,p17-13-5-8-268-268,0.201,8.745,9.042,3,SUCCESS,8.372,0.373,8.745,154.719,N/A,TIMEOUT,149.45,5.269,154.719
gnad-et-al-aaai19-large-instances/satellite-large,p18-15-6-10-268-268,0.21,10.034,10.342,3,SUCCESS,9.634,0.4,10.034,151.004,N/A,TIMEOUT,146.72,4.284,151.004
gnad-et-al-aaai19-large-instances/satellite-large,p19-13-5-8-276-276,0.208,8.763,9.069,3,SUCCESS,8.392,0.371,8.763,141.643,N/A,TIMEOUT,137.20,4.443,141.643
gnad-et-al-aaai19-large-instances/satellite-large,p20-15-6-10-276-276,0.214,11.926,12.236,3,SUCCESS,11.504,0.422,11.926,132.628,N/A,TIMEOUT,127.97,4.658,132.628
gnad-et-al-aaai19-large-instances/satellite-large,p21-14-6-9-284-284,0.217,9.795,10.11,3,SUCCESS,9.401,0.394,9.795,152.767,N/A,TIMEOUT,147.81,4.957,152.767
gnad-et-al-aaai19-large-instances/satellite-large,p22-16-7-10-284-284,0.221,14.098,14.417,3,SUCCESS,13.64,0.458,14.098,132.585,N/A,TIMEOUT,127.39,5.195,132.585
gnad-et-al-aaai19-large-instances/satellite-large,p23-14-6-9-292-292,0.207,10.587,10.889,3,SUCCESS,10.179,0.408,10.587,141.428,N/A,TIMEOUT,136.99,4.438,141.428
gnad-et-al-aaai19-large-instances/satellite-large,p24-16-7-10-292-292,0.217,13.495,13.807,3,SUCCESS,13.047,0.448,13.495,149.969,N/A,TIMEOUT,140.79,9.179,149.969
gnad-et-al-aaai19-large-instances/satellite-large,p25-15-6-10-300-300,0.22,13.302,13.62,3,SUCCESS,12.856,0.446,13.302,151.539,N/A,TIMEOUT,142.80,8.739,151.539
gnad-et-al-aaai19-large-instances/tpp-large,p01-30-20-6-7-7,0.193,4.096,4.389,10,SUCCESS,3.775,0.321,4.096,18.534,10,SUCCESS,17.619,0.915,18.534
gnad-et-al-aaai19-large-instances/tpp-large,p02-32-21-7-8-8,0.179,5.812,6.086,11,SUCCESS,5.453,0.359,5.812,34.178,11,SUCCESS,32.531,1.647,34.178
gnad-et-al-aaai19-large-instances/tpp-large,p03-34-22-7-8-8,0.183,6.032,6.311,12,SUCCESS,5.657,0.375,6.032,36.077,12,SUCCESS,34.333,1.744,36.077
gnad-et-al-aaai19-large-instances/tpp-large,p04-36-24-8-9-9,0.185,8.254,8.535,12,SUCCESS,7.799,0.455,8.254,62.747,12,SUCCESS,59.705,3.042,62.747
gnad-et-al-aaai19-large-instances/tpp-large,p05-38-25-8-9-9,0.188,8.749,9.035,13,SUCCESS,8.282,0.467,8.749,66.54,13,SUCCESS,63.403,3.137,66.54
gnad-et-al-aaai19-large-instances/tpp-large,p06-40-26-9-10-10,0.191,11.152,11.44,13,SUCCESS,10.606,0.546,11.152,104.393,13,SUCCESS,99.135,5.258,104.393
gnad-et-al-aaai19-large-instances/tpp-large,p07-42-28-9-10-10,0.191,12.004,12.288,13,SUCCESS,11.428,0.576,12.004,112.058,13,SUCCESS,106.522,5.536,112.058
gnad-et-al-aaai19-large-instances/tpp-large,p08-44-29-10-11-11,0.198,14.973,15.268,14,SUCCESS,14.259,0.714,14.973,167.661,14,SUCCESS,158.961,8.7,167.661
gnad-et-al-aaai19-large-instances/tpp-large,p09-46-30-10-11-11,0.203,15.958,16.26,14,SUCCESS,15.209,0.749,15.958,175.091,14,SUCCESS,165.94,9.151,175.091
gnad-et-al-aaai19-large-instances/tpp-large,p10-48-32-11-12-12,0.211,20.115,20.427,15,SUCCESS,19.22,0.895,20.115,268.69,15,SUCCESS,254.621,14.069,268.69
gnad-et-al-aaai19-large-instances/tpp-large,p11-50-33-11-12-12,0.245,20.888,21.228,15,SUCCESS,19.977,0.911,20.888,274.131,15,SUCCESS,259.282,14.849,274.131
gnad-et-al-aaai19-large-instances/tpp-large,p12-52-34-12-13-13,0.245,24.634,24.974,16,SUCCESS,23.574,1.06,24.634,171.156,N/A,TIMEOUT,165.98,5.176,171.156
gnad-et-al-aaai19-large-instances/tpp-large,p13-54-36-12-13-13,0.247,26.747,27.091,16,SUCCESS,25.599,1.148,26.747,132.014,N/A,TIMEOUT,127.93,4.084,132.014
gnad-et-al-aaai19-large-instances/tpp-large,p14-56-37-13-14-14,0.249,31.227,31.571,17,SUCCESS,29.908,1.319,31.227,148.446,N/A,TIMEOUT,139.66,8.786,148.446
gnad-et-al-aaai19-large-instances/tpp-large,p15-58-38-13-14-14,0.262,33.29,33.653,17,SUCCESS,31.937,1.353,33.29,157.317,N/A,TIMEOUT,147.62,9.697,157.317
gnad-et-al-aaai19-large-instances/tpp-large,p16-60-40-14-15-15,0.27,41.133,41.505,18,SUCCESS,39.483,1.65,41.133,178.019,N/A,TIMEOUT,166.22,11.799,178.019
gnad-et-al-aaai19-large-instances/tpp-large,p17-62-41-14-15-15,0.272,41.309,41.684,18,SUCCESS,39.697,1.612,41.309,162.13,N/A,TIMEOUT,153.55,8.58,162.13
gnad-et-al-aaai19-large-instances/tpp-large,p18-64-42-15-16-16,0.268,47.803,48.171,19,SUCCESS,45.916,1.887,47.803,147.55,N/A,TIMEOUT,143.06,4.49,147.55
gnad-et-al-aaai19-large-instances/tpp-large,p19-66-44-15-16-16,0.277,49.843,50.222,19,SUCCESS,47.823,2.02,49.843,156.562,N/A,TIMEOUT,150.87,5.692,156.562
gnad-et-al-aaai19-large-instances/tpp-large,p20-68-45-16-17-17,0.271,58.62,58.991,20,SUCCESS,56.391,2.229,58.62,108.782,N/A,TIMEOUT,107.24,1.542,108.782
gnad-et-al-aaai19-large-instances/tpp-large,p21-20-13-4-5-5,0.172,1.429,1.696,8,SUCCESS,1.206,0.223,1.429,3.083,8,SUCCESS,2.803,0.28,3.083
gnad-et-al-aaai19-large-instances/tpp-large,p22-22-14-4-5-5,0.159,1.579,1.834,9,SUCCESS,1.371,0.208,1.579,3.415,9,SUCCESS,3.129,0.286,3.415
gnad-et-al-aaai19-large-instances/tpp-large,p23-24-16-5-6-6,0.161,2.417,2.675,9,SUCCESS,2.172,0.245,2.417,7.805,9,SUCCESS,7.333,0.472,7.805
gnad-et-al-aaai19-large-instances/tpp-large,p24-26-17-5-6-6,0.164,2.614,2.875,9,SUCCESS,2.368,0.246,2.614,8.578,9,SUCCESS,8.076,0.502,8.578
gnad-et-al-aaai19-large-instances/tpp-large,p25-28-18-6-7-7,0.17,3.741,4.008,11,SUCCESS,3.45,0.291,3.741,17.267,11,SUCCESS,16.386,0.881,17.267
logistics,prob-x1,0.162,19.931,20.187,2,SUCCESS,19.691,0.24,19.931,13.228,2,SUCCESS,12.969,0.259,13.228
logistics,prob28,0.167,19.907,20.171,2,SUCCESS,19.658,0.249,19.907,13.525,2,SUCCESS,13.27,0.255,13.525
logistics-large-simple/goal-1,p-a1-c1-s1000-p10-t1-g1,0.19,7.954,8.24,3,SUCCESS,7.72,0.234,7.954,87.074,3,SUCCESS,83.507,3.567,87.074
logistics-large-simple/goal-1,p-a1-c1-s1250-p10-t1-g1,0.196,10.194,10.486,3,SUCCESS,9.94,0.254,10.194,137.716,3,SUCCESS,132.037,5.679,137.716
logistics-large-simple/goal-1,p-a1-c1-s1500-p10-t1-g1,0.206,12.452,12.757,3,SUCCESS,12.175,0.277,12.452,192.564,3,SUCCESS,184.482,8.082,192.564
logistics-large-simple/goal-1,p-a1-c1-s1750-p10-t1-g1,0.244,15.039,15.379,3,SUCCESS,14.735,0.304,15.039,265.384,3,SUCCESS,254.082,11.302,265.384
logistics-large-simple/goal-1,p-a1-c1-s2000-p10-t1-g1,0.25,17.631,17.976,3,SUCCESS,17.306,0.325,17.631,162.342,N/A,TIMEOUT,159.94,2.402,162.342
logistics-large-simple/goal-1,p-a1-c2-s1000-p10-t2-g1,0.249,17.413,17.758,3,SUCCESS,17.09,0.323,17.413,173.206,3,SUCCESS,166.097,7.109,173.206
logistics-large-simple/goal-1,p-a1-c2-s1250-p10-t2-g1,0.257,22.686,23.038,3,SUCCESS,22.337,0.349,22.686,277.56,3,SUCCESS,266.126,11.434,277.56
logistics-large-simple/goal-1,p-a1-c2-s1500-p10-t2-g1,0.271,27.941,28.304,3,SUCCESS,27.541,0.4,27.941,153.185,N/A,TIMEOUT,149.89,3.295,153.185
logistics-large-simple/goal-1,p-a1-c2-s1750-p10-t2-g1,0.292,33.939,34.332,3,SUCCESS,33.48,0.459,33.939,202.419,N/A,TIMEOUT,190.22,12.199,202.419
logistics-large-simple/goal-1,p-a1-c2-s2000-p10-t2-g1,0.35,40.118,40.567,3,SUCCESS,39.612,0.506,40.118,213.135,N/A,TIMEOUT,199.97,13.165,213.135
logistics-large-simple/goal-2,p-a1-c1-s1000-p10-t1-g2,0.202,8.057,8.356,3,SUCCESS,7.782,0.275,8.057,87.162,3,SUCCESS,83.515,3.647,87.162
logistics-large-simple/goal-2,p-a1-c1-s1250-p10-t1-g2,0.198,10.257,10.554,3,SUCCESS,9.98,0.277,10.257,137.517,3,SUCCESS,131.753,5.764,137.517
logistics-large-simple/goal-2,p-a1-c1-s1500-p10-t1-g2,0.203,12.524,12.824,3,SUCCESS,12.214,0.31,12.524,194.836,3,SUCCESS,186.622,8.214,194.836
logistics-large-simple/goal-2,p-a1-c1-s1750-p10-t1-g2,0.208,15.055,15.36,3,SUCCESS,14.732,0.323,15.055,265.114,3,SUCCESS,253.966,11.148,265.114
logistics-large-simple/goal-2,p-a1-c1-s2000-p10-t1-g2,0.245,17.73,18.074,3,SUCCESS,17.374,0.356,17.73,229.98,N/A,TIMEOUT,227.38,2.6,229.98
logistics-large-simple/goal-2,p-a1-c2-s1000-p10-t2-g2,0.252,17.557,17.908,3,SUCCESS,17.182,0.375,17.557,173.381,3,SUCCESS,166.123,7.258,173.381
logistics-large-simple/goal-2,p-a1-c2-s1250-p10-t2-g2,0.254,22.926,23.276,3,SUCCESS,22.52,0.406,22.926,278.513,3,SUCCESS,266.813,11.7,278.513
logistics-large-simple/goal-2,p-a1-c2-s1500-p10-t2-g2,0.282,28.22,28.599,3,SUCCESS,27.753,0.467,28.22,149.521,N/A,TIMEOUT,147.51,2.011,149.521
logistics-large-simple/goal-2,p-a1-c2-s1750-p10-t2-g2,0.292,34.059,34.453,3,SUCCESS,33.533,0.526,34.059,201.562,N/A,TIMEOUT,189.67,11.892,201.562
logistics-large-simple/goal-2,p-a1-c2-s2000-p10-t2-g2,0.347,40.234,40.678,3,SUCCESS,39.65,0.584,40.234,213.043,N/A,TIMEOUT,199.93,13.113,213.043
logistics-large-simple/goal-3,p-a1-c1-s1000-p10-t1-g3,0.202,8.073,8.373,3,SUCCESS,7.78,0.293,8.073,86.944,3,SUCCESS,83.303,3.641,86.944
logistics-large-simple/goal-3,p-a1-c1-s1250-p10-t1-g3,0.193,10.305,10.594,3,SUCCESS,10.004,0.301,10.305,137.386,3,SUCCESS,131.811,5.575,137.386
logistics-large-simple/goal-3,p-a1-c1-s1500-p10-t1-g3,0.203,12.559,12.858,3,SUCCESS,12.234,0.325,12.559,192.706,3,SUCCESS,184.417,8.289,192.706
logistics-large-simple/goal-3,p-a1-c1-s1750-p10-t1-g3,0.211,15.194,15.503,3,SUCCESS,14.828,0.366,15.194,264.352,3,SUCCESS,253.041,11.311,264.352
logistics-large-simple/goal-3,p-a1-c1-s2000-p10-t1-g3,0.254,17.807,18.158,3,SUCCESS,17.405,0.402,17.807,267.64,N/A,TIMEOUT,265.24,2.4,267.64
logistics-large-simple/goal-3,p-a1-c2-s1000-p10-t2-g3,0.255,17.673,18.03,3,SUCCESS,17.258,0.415,17.673,173.921,3,SUCCESS,166.669,7.252,173.921
logistics-large-simple/goal-3,p-a1-c2-s1250-p10-t2-g3,0.259,23.059,23.414,3,SUCCESS,22.607,0.452,23.059,278.537,3,SUCCESS,267.379,11.158,278.537
logistics-large-simple/goal-3,p-a1-c2-s1500-p10-t2-g3,0.285,28.354,28.737,3,SUCCESS,27.823,0.531,28.354,149.282,N/A,TIMEOUT,147.33,1.952,149.282
logistics-large-simple/goal-3,p-a1-c2-s1750-p10-t2-g3,0.292,34.17,34.558,3,SUCCESS,33.574,0.596,34.17,154.319,N/A,TIMEOUT,147.37,6.949,154.319
logistics-large-simple/goal-3,p-a1-c2-s2000-p10-t2-g3,0.346,40.534,40.979,3,SUCCESS,39.905,0.629,40.534,167.107,N/A,TIMEOUT,160.27,6.837,167.107
logistics-large-simple/goal-4,p-a1-c1-s1000-p10-t1-g4,0.202,8.103,8.408,3,SUCCESS,7.796,0.307,8.103,87.001,3,SUCCESS,83.354,3.647,87.001
logistics-large-simple/goal-4,p-a1-c1-s1250-p10-t1-g4,0.195,10.49,10.782,3,SUCCESS,10.165,0.325,10.49,137.581,3,SUCCESS,131.989,5.592,137.581
logistics-large-simple/goal-4,p-a1-c1-s1500-p10-t1-g4,0.204,12.681,12.984,3,SUCCESS,12.32,0.361,12.681,193.228,3,SUCCESS,185.026,8.202,193.228
logistics-large-simple/goal-4,p-a1-c1-s1750-p10-t1-g4,0.227,15.283,15.604,3,SUCCESS,14.891,0.392,15.283,265.452,3,SUCCESS,254.224,11.228,265.452
logistics-large-simple/goal-4,p-a1-c1-s2000-p10-t1-g4,0.249,17.971,18.317,3,SUCCESS,17.531,0.44,17.971,152.496,N/A,TIMEOUT,150.23,2.266,152.496
logistics-large-simple/goal-4,p-a1-c2-s1000-p10-t2-g4,0.255,17.716,18.071,3,SUCCESS,17.273,0.443,17.716,173.014,3,SUCCESS,165.763,7.251,173.014
logistics-large-simple/goal-4,p-a1-c2-s1250-p10-t2-g4,0.253,23.109,23.459,3,SUCCESS,22.619,0.49,23.109,279.258,3,SUCCESS,267.663,11.595,279.258
logistics-large-simple/goal-4,p-a1-c2-s1500-p10-t2-g4,0.279,28.658,29.037,3,SUCCESS,28.087,0.571,28.658,166.366,N/A,TIMEOUT,159.60,6.766,166.366
logistics-large-simple/goal-4,p-a1-c2-s1750-p10-t2-g4,0.331,35.643,36.073,3,SUCCESS,34.991,0.652,35.643,160.891,N/A,TIMEOUT,154.67,6.221,160.891
logistics-large-simple/goal-4,p-a1-c2-s2000-p10-t2-g4,0.351,40.936,41.385,3,SUCCESS,40.21,0.726,40.936,179.153,N/A,TIMEOUT,172.87,6.283,179.153
organic-synthesis-MIT,p10,0.328,2.486,2.91,1,SUCCESS,2.275,0.211,2.486,160.385,N/A,TIMEOUT,147.67,12.715,160.385
organic-synthesis-MIT,p11,0.568,7.975,8.641,2,SUCCESS,7.684,0.291,7.975,121.417,N/A,TIMEOUT,119.55,1.867,121.417
organic-synthesis-MIT,p12,0.272,2.178,2.555,2,SUCCESS,1.981,0.197,2.178,165.426,N/A,TIMEOUT,152.75,12.676,165.426
organic-synthesis-MIT,p13,0.395,12.759,13.253,1,SUCCESS,12.42,0.339,12.759,145.246,N/A,TIMEOUT,133.52,11.726,145.246
organic-synthesis-MIT,p14,0.267,1.456,1.824,2,SUCCESS,1.263,0.193,1.456,185.413,N/A,TIMEOUT,168.30,17.113,185.413
organic-synthesis-MIT,p15,0.455,0.721,1.275,2,SUCCESS,0.546,0.175,0.721,124.964,N/A,TIMEOUT,117.31,7.654,124.964
organic-synthesis-MIT,p16,0.225,0.777,1.102,1,SUCCESS,0.59,0.187,0.777,156.971,N/A,TIMEOUT,143.63,13.341,156.971
organic-synthesis-MIT,p17,0.266,6.107,6.475,2,SUCCESS,5.829,0.278,6.107,161.285,N/A,TIMEOUT,145.83,15.455,161.285
organic-synthesis-MIT,p19,0.622,3.82,4.585,2,SUCCESS,3.514,0.306,3.82,162.049,N/A,TIMEOUT,153.68,8.369,162.049
